Id,SalePrice
1461,208293.40428299212
1462,197106.75056101725
1463,218268.9467567334
1464,164891.70584574583
1465,295680.4075316491
1466,146438.74190930976
1467,275323.9641484429
1468,225926.24182117695
1469,125508.30740728212
1470,120869.54901183558
1471,133504.96022447926
1472,397814.661391388
1473,134095.8817742742
1474,224995.956242162
1475,147360.60689873443
1476,138207.95167178306
1477,157138.1521092642
1478,111110.50200300085
1479,151754.39161265962
1480,127475.72675674694
1481,328346.1025231216
1482,128968.30397735316
1483,225850.9708595521
1484,135078.39757346315
1485,153281.96259324468
1486,259877.32382756553
1487,127554.79482560493
1488,296196.13634478446
1489,202039.7103610463
1490,70834.74194635269
1491,57691.472963566535
1492,139496.13354256187
1493,195354.79556929774
1494,172588.188034356
1495,294075.5215291119
1496,314120.2954954188
1497,156159.2302430566
1498,152396.26098761093
1499,128494.59361772948
1500,80411.39863891654
1501,140479.16874166697
1502,172752.69257130718
1503,151876.75339812305
1504,129356.73437056215
1505,150363.7084895678
1506,305109.51291537593
1507,257663.47714821904
1508,246326.0717925946
1509,95169.90886848404
1510,133160.30727485294
1511,185690.01486282193
1512,122522.63083198683
1513,107363.16848342773
1514,364810.949487
1515,126242.09101402569
1516,163614.98428757142
1517,196636.66174919443
1518,195823.71765501235
1519,459984.839363238
1520,121696.24780555272
1521,166881.91947220993
1522,101588.59848507777
1523,206081.0438684985
1524,137231.52579059624
1525,230261.39762864227
1526,298030.21675462986
1527,229264.78210707463
1528,216679.72532962298
1529,75704.29754934328
1530,245567.0843424913
1531,266902.52665377595
1532,118630.39260665867
1533,195671.33522647954
1534,135398.220175301
1535,103154.47708507706
1536,91453.99478535553
1537,121347.8765868621
1538,126802.70168797078
1539,124132.41908394115
1540,117247.97020353374
1541,199632.34504609025
1542,159982.7689525847
1543,238216.77143598313
1544,123878.5682552763
1545,159655.3577508599
1546,271960.26110554975
1547,183728.08221190856
1548,171764.3382708376
1549,61771.684522408344
1550,128665.0730453989
1551,113552.62539052615
1552,108256.35961015301
1553,152873.9349355196
1554,125495.13331790488
1555,198136.30418343615
1556,196693.05797115888
1557,213061.45988647407
1558,111777.5659101167
1559,78228.7052690161
1560,122341.8152929038
1561,211845.80287879164
1562,168214.13411762333
1563,111809.72076988016
1564,183303.39015128987
1565,158356.96519955667
1566,252470.87824374414
1567,97908.63599510671
1568,85245.90933610381
1569,125171.16170534206
1570,206348.69609924976
1571,142386.6636408883
1572,173087.75644732555
1573,364340.50681387674
1574,231692.93444197378
1575,243143.98872341355
1576,174469.41441570196
1577,125555.76112222538
1578,146063.3966590483
1579,309554.3755352646
1580,176611.9056381246
1581,179999.9999999715
1582,95582.57384541743
1583,145525.5259821547
1584,159276.71951219876
1585,169181.80096175615
1586,91645.8363406943
1587,129813.16275288463
1588,86602.60511053014
1589,144341.94736916714
1590,125683.14615607171
1591,221748.83015628307
1592,225838.6408409531
1593,155038.4648139312
1594,207275.8106780521
1595,175674.7609489713
1596,183185.76020698456
1597,139657.74730105003
1598,162955.31156974557
1599,233762.57136944353
1600,211679.6597204738
1601,102608.97858466528
1602,245234.03277890896
1603,133646.45447064916
1604,221733.63014698893
1605,125550.79699619292
1606,132795.24630868025
1607,109492.04221020972
1608,213090.92604555897
1609,156621.08781127862
1610,114217.35202843638
1611,139772.82080961968
1612,341407.59260448196
1613,180121.81416436884
1614,222720.5050950847
1615,105421.21853170442
1616,71461.57390552823
1617,115631.29063423198
1618,273060.36369551567
1619,238274.46873920615
1620,295854.41942921636
1621,173668.69605037238
1622,403440.652864662
1623,252806.90770977217
1624,101363.11440600548
1625,150604.82844608996
1626,116605.77218734332
1627,191225.87991507817
1628,358592.8792702376
1629,190335.35159201495
1630,222527.68735288354
1631,126260.63679445401
1632,223470.03611894842
1633,229692.21471789028
1634,154414.1525533876
1635,190930.14392355108
1636,212240.35900493135
1637,221551.36219777225
1638,168960.8816421726
1639,486321.8933384142
1640,106986.76627592463
1641,168419.7344317844
1642,169784.3003308257
1643,119247.91876981023
1644,187277.59273795658
1645,139723.85497868873
1646,475000.00000004884
1647,173057.52460556306
1648,121798.75275970536
1649,146188.92680845762
1650,298568.3677468922
1651,269933.0596330356
1652,193540.01615524504
1653,200440.4870007144
1654,137499.1688581206
1655,120908.24989569737
1656,147097.4950924865
1657,332261.8813142558
1658,252596.78974071916
1659,116063.40818099758
1660,329746.1461525771
1661,134047.47616377214
1662,160941.14281488856
1663,113443.37343713427
1664,137351.38326378615
1665,110291.8816946202
1666,185849.3142377989
1667,124090.86929699966
1668,128209.65006625514
1669,255101.31844167152
1670,154072.49795323712
1671,90707.03909520843
1672,162856.37951912964
1673,258154.97058413344
1674,159618.6101603392
1675,156713.25464518677
1676,130193.59708703762
1677,208212.950904279
1678,94115.6882195864
1679,264516.2147440341
1680,173622.06081640764
1681,205330.73013764623
1682,202911.98438933396
1683,169861.93928394685
1684,109672.84550075268
1685,417687.8222821869
1686,97953.05140130586
1687,269552.8323358631
1688,98836.30733626366
1689,105593.42441297937
1690,187502.3891590436
1691,138200.1449544557
1692,366157.5860819408
1693,96064.5286379864
1694,134544.0341508464
1695,207800.6576984525
1696,89953.90565180092
1697,183953.09766478863
1698,206020.79564022674
1699,283028.2576522923
1700,118337.21787135846
1701,258208.59456364097
1702,105686.33771530176
1703,90280.07734063362
1704,138040.73678321185
1705,223167.55882354314
1706,220165.33700087492
1707,144197.97506198706
1708,138306.7797216264
1709,193745.88583134025
1710,256937.7362906167
1711,76500.00000001001
1712,269459.6915741611
1713,177089.39264710344
1714,181256.4457895512
1715,141872.51683008645
1716,217327.16616944005
1717,207683.11385858446
1718,224534.24061840228
1719,219736.947911122
1720,105675.2594468022
1721,176119.60415382404
1722,314180.36433919764
1723,156628.34377257925
1724,128889.83959163795
1725,70726.22883037603
1726,177040.22076749065
1727,187000.55485189168
1728,182923.33808838282
1729,119767.9311095398
1730,144061.48719685845
1731,266251.6607421562
1732,241499.99999992302
1733,323829.99585616647
1734,159490.0478233151
1735,127412.57450126366
1736,189441.76536523795
1737,193700.80374061846
1738,116779.69425131385
1739,411052.8300571094
1740,215519.96621903294
1741,220147.67854462305
1742,207244.6270266149
1743,211827.07497916446
1744,226493.58966196733
1745,187711.07731203965
1746,172195.63450635734
1747,176910.31098253265
1748,96086.3323567235
1749,112538.62418345301
1750,140144.17168423708
1751,245780.76594476664
1752,121592.09760546553
1753,131352.19387236203
1754,234535.62038521
1755,178111.71199022664
1756,146929.53069027097
1757,141882.65927307992
1758,246443.99533906562
1759,186400.07046602308
1760,162614.46902131263
1761,176426.27061361258
1762,274639.5582639652
1763,222348.7050071432
1764,136565.17797811373
1765,263538.30350153556
1766,284399.03737826186
1767,234129.04703015636
1768,97550.70101031839
1769,105480.02016709078
1770,380237.381297658
1771,169463.23210954564
1772,134021.294502612
1773,121202.9666751849
1774,326967.6462892547
1775,158985.50679813838
1776,187033.41414365883
1777,257533.2951974648
1778,255918.59025296965
1779,315275.01274174737
1780,195606.73814127583
1781,362819.75969019934
1782,337540.9094165896
1783,270868.0965130257
1784,127826.33053640791
1785,253545.28711300957
1786,87000.0000000213
1787,313436.7015714434
1788,149522.60187699585
1789,166733.34690658454
1790,83027.94661593933
1791,138821.83040304732
1792,131733.04980938623
1793,284000.0000001511
1794,198141.5122371153
1795,209382.55588964783
1796,224027.25148600986
1797,386456.9711215885
1798,216529.99786302508
1799,216692.13612434542
1800,147305.2878994005
1801,217279.3884558204
1802,82765.04094775012
1803,90532.32819437447
1804,278778.3546226593
1805,86152.67017439942
1806,134125.3926773624
1807,151500.00000006973
1808,185789.31203881212
1809,186441.11951435855
1810,451869.607759534
1811,302250.25358194386
1812,187310.629934506
1813,92540.34337803967
1814,104386.11728615455
1815,144898.25217687388
1816,166990.20495503693
1817,169393.52412603408
1818,135521.0413294742
1819,121196.26579172333
1820,298439.09035918344
1821,153352.59349036816
1822,149932.251674776
1823,203402.3720404331
1824,112646.97859983047
1825,180748.07965694
1826,125579.88637404943
1827,169923.17452682063
1828,156378.2269817253
1829,134873.16686971168
1830,169508.1625613893
1831,181952.02417588522
1832,126303.48786210734
1833,118810.5721864403
1834,125187.08604015187
1835,201496.95824243795
1836,61000.000000005246
1837,144706.2131681259
1838,279375.63385191606
1839,362842.3425348574
1840,179901.90901444
1841,159559.0998757617
1842,214316.0767245335
1843,201163.10565485468
1844,88209.9142598757
1845,259852.38641636388
1846,183298.36046217318
1847,81197.01012449065
1848,130731.97872817617
1849,195341.86982476883
1850,426223.6862309519
1851,125385.12197752426
1852,225099.03590212355
1853,101955.13443381854
1854,85713.28544169743
1855,113463.08741736415
1856,130182.92708032724
1857,120949.20540615592
1858,153829.35238779374
1859,66999.99999998682
1860,216748.71849028068
1861,253349.89679169346
1862,188202.42936953047
1863,106670.69665160374
1864,245747.5724388931
1865,169087.5741567603
1866,149090.03479316013
1867,105128.7961542582
1868,166775.70014123278
1869,297804.5435242987
1870,337981.91838460386
1871,73888.10373242608
1872,143408.5019440934
1873,248554.87973620457
1874,107285.9334571897
1875,244587.60513787888
1876,190309.70285700433
1877,157885.4214907132
1878,247072.49074121137
1879,117519.80138554996
1880,136685.0125656954
1881,186822.87009920954
1882,211044.25092574122
1883,118013.06999231844
1884,306648.0272487672
1885,137968.29747396402
1886,131246.82881729273
1887,248011.39888636148
1888,112781.68167965997
1889,196413.2858417055
1890,190538.35119395066
1891,91390.52786319498
1892,107595.41428399539
1893,121839.26859550936
1894,181402.936336217
1895,78250.1820414095
1896,244560.41298384988
1897,115454.90422942983
1898,122868.15945510869
1899,95203.44098942325
1900,125388.32567455467
1901,520193.66683338763
1902,106383.45824464924
1903,151002.1120766586
1904,197172.36075039938
1905,213314.08707202447
1906,152696.57150462896
1907,196372.08531893644
1908,200077.4816916311
1909,123494.13121848217
1910,119529.9617980634
1911,101650.93618165188
1912,271467.05260378035
1913,212916.55895277482
1914,205492.33361726883
1915,156646.91744281942
1916,167502.1951658175
1917,87646.88843597363
1918,217118.90163048694
1919,149085.5111583417
1920,115013.21228573662
1921,244684.23946677332
1922,154470.16146343393
1923,114061.76011932617
1924,193816.21569807324
1925,123992.70519238825
1926,174110.1337825884
1927,167597.4070531085
1928,148909.8692148897
1929,251028.47483006195
1930,176542.8576613872
1931,227464.68402255749
1932,188996.84816838522
1933,134698.3674958622
1934,363695.26916422497
1935,272290.1502816664
1936,141074.98137169064
1937,234085.34461076354
1938,364726.81807102915
1939,291459.6715241104
1940,112561.0882962967
1941,342119.2573631109
1942,365000.84324222436
1943,155992.5282758288
1944,150408.12439226476
1945,133085.12543965783
1946,143757.1156187466
1947,151737.7066745238
1948,181508.59587051597
1949,134888.85087694417
1950,84230.97627989425
1951,104743.20833879274
1952,144774.59123993403
1953,180164.24509244223
1954,155679.89486203194
1955,90013.19439704728
1956,46862.825440682405
1957,396554.46861876315
1958,174873.28973703977
1959,131299.1751929609
1960,119472.40803862059
1961,111521.52036475811
1962,217673.56031136145
1963,141864.06683320718
1964,307713.39515249955
1965,138084.1616513839
1966,121784.56753427323
1967,219396.37999762487
1968,186041.0828485037
1969,170367.45338485803
1970,142113.13337136214
1971,157835.3195216039
1972,205516.55207434183
1973,113418.60754416198
1974,140741.17434432657
1975,91682.97955863897
1976,417805.8924321619
1977,169147.94631332703
1978,262379.7725830781
1979,208370.71252653867
1980,236426.13095541397
1981,97188.49462351744
