Id,SalePrice
1461,208281.328125
1462,181370.015625
1463,221920.359375
1464,140328.953125
1465,251967.546875
1466,143086.734375
1467,306684.40625
1468,200572.296875
1469,129828.2578125
1470,117939.046875
1471,129163.96875
1472,345842.71875
1473,144245.015625
1474,262805.59375
1475,156849.53125
1476,132431.703125
1477,149285.40625
1478,92687.40625
1479,158144.40625
1480,135156.28125
1481,330421.09375
1482,138396.390625
1483,230323.359375
1484,131305.28125
1485,152800.6875
1486,256444.625
1487,134020.625
1488,301071.6875
1489,207850.34375
1490,68327.5703125
1491,41076.9453125
1492,144552.515625
1493,184676.140625
1494,166410.359375
1495,283488.5
1496,307414.40625
1497,145926.265625
1498,152674.546875
1499,112913.4140625
1500,82764.40625
1501,153642.5
1502,169116.234375
1503,143936.515625
1504,131922.3125
1505,142889.421875
1506,312508.40625
1507,242809.625
1508,250521.53125
1509,111515.4765625
1510,128850.7265625
1511,178271.59375
1512,115397.7734375
1513,109909.4765625
1514,384920.90625
1515,129105.34375
1516,178844.78125
1517,176987.375
1518,195297.359375
1519,439877.78125
1520,124223.9453125
1521,159225.6875
1522,100130.421875
1523,205420.1875
1524,139837.734375
1525,222142.484375
1526,309860.375
1527,188822.625
1528,213735.25
1529,80085.6953125
1530,225079.5625
1531,244480.515625
1532,126906.203125
1533,188234.515625
1534,146446.140625
1535,107913.640625
1536,91259.3828125
1537,131067.0703125
1538,125881.2734375
1539,135519.21875
1540,110995.15625
1541,196028.265625
1542,157696.96875
1543,242040.453125
1544,126610.15625
1545,169280.015625
1546,259863.734375
1547,175810.46875
1548,165572.46875
1549,83932.2109375
1550,120850.28125
1551,106725.796875
1552,102615.6640625
1553,162021.34375
1554,134189.6875
1555,203855.03125
1556,185860.8125
1557,216914.625
1558,98875.7578125
1559,82737.8125
1560,125318.78125
1561,207828.546875
1562,177884.21875
1563,118906.453125
1564,198061.890625
1565,169311.171875
1566,252221.90625
1567,98789.3203125
1568,110772.984375
1569,115544.78125
1570,193426.1875
1571,137290.046875
1572,177046.796875
1573,378670.375
1574,216350.0
1575,256968.78125
1576,175028.203125
1577,135574.8125
1578,151509.53125
1579,322464.46875
1580,170765.09375
1581,179405.609375
1582,99820.265625
1583,137802.6875
1584,157610.65625
1585,173423.0
1586,84983.6328125
1587,132960.796875
1588,88278.28125
1589,154206.484375
1590,150357.71875
1591,220936.09375
1592,236071.0625
1593,151717.171875
1594,216917.515625
1595,177642.640625
1596,176728.3125
